,dataset_name,model_name,layers,accuracy,perplexity,test_len,n_layers
0,['SQUAD'],Uniform,[],0.05,tensor(2.2121),2000,0
1,['SQUAD'],Uniform,[0],0.0165,tensor(2.3935),2000,1
2,['SQUAD'],Uniform,[1],0.029,tensor(1.8790),2000,1
3,['SQUAD'],Uniform,[2],0.046,tensor(2.3039),2000,1
4,['SQUAD'],Uniform,[3],0.045,tensor(2.3107),2000,1
5,['SQUAD'],Uniform,[4],0.0525,tensor(2.3285),2000,1
6,['SQUAD'],Uniform,[5],0.0325,tensor(2.2975),2000,1
7,['SQUAD'],Uniform,[6],0.0345,tensor(2.5741),2000,1
